timestamp,prompt_throughput,generation_throughput,num_running,num_swapped,num_pending,gpu_kvcache_usage,cpu_kvcache_usage
14593584.566832468,19.07607484700565,3.6017763697143534,0,0,0,0.0,0.0
14593585.06953568,3918.9876535476715,208.98613693372548,3,0,0,0.3610605810043577,0.0
14593585.575349057,1365.4883597776407,764.7525256641779,7,0,0,0.6697535968248736,0.0
14593586.08151298,2588.4179126977397,922.7413475036981,7,0,0,0.6587288462598484,0.0
14593586.581552109,3665.355070104185,989.8258372621776,10,0,0,1.0473513036767579,0.0
14593587.088269925,1332.0626030398157,1351.7968638255907,12,0,0,1.2099663745107736,0.0
14593587.595433336,2973.434897866793,1474.8868061036878,14,0,0,1.4855851386362362,0.0
14593588.096053204,33.963286032945305,1734.1254280350897,15,0,0,1.6399316465464997,0.0
14593588.610891294,1594.3774141213598,1693.4191292494834,17,0,0,1.9899674769858322,0.0
14593589.11776848,2186.3369873518363,1795.637778420732,18,0,0,2.284879554600072,0.0
14593589.619678158,0.0,1910.4062982073515,16,0,0,2.127776859048569,0.0
14593590.128496064,1611.8194147767053,1745.4824881972127,18,0,0,2.433713687227823,0.0
14593590.631418578,1083.6556226089513,1871.045763073437,19,0,0,2.607353508626864,0.0
14593591.133206535,4858.236405963456,890.7430982221757,22,0,0,3.1062234716939474,0.0
14593591.650959484,2495.2047525948738,1956.3795776924203,23,0,0,3.3377432335593427,0.0
14593592.16081366,2192.389066148152,2137.284134503495,24,0,0,3.665729562868636,0.0
14593592.661172347,991.8964853729744,2119.232651479608,26,0,0,3.9882035168954277,0.0
14593593.163845783,626.7225711641515,2327.82669289542,26,0,0,4.181136651783257,0.0
14593593.669678563,0.0,2295.3573962500013,25,0,0,4.247285155173364,0.0
14593594.179709477,0.0,2254.6311219472063,25,0,0,4.445730665343694,0.0
14593594.686547993,0.0,2225.6706693700517,24,0,0,4.327214596769746,0.0
14593595.189200072,0.0,2186.092548759233,22,0,0,3.960641640482887,0.0
14593595.690400768,0.0,2001.1563503102423,19,0,0,3.5251639931646594,0.0
14593596.199313812,1599.5638450287056,1864.847775101034,21,0,0,3.5995810594785294,0.0
14593596.700252818,1129.988045043853,1966.4986296257864,23,0,0,3.8669312606802286,0.0
14593597.21038512,0.0,2115.1029315062733,21,0,0,3.544457306653437,0.0
14593597.715124456,0.0,2030.7149321608943,20,0,0,3.5003583043933584,0.0
14593598.222114516,0.0,1909.0853944904777,17,0,0,2.9821950278374976,0.0
14593598.723220635,0.0,1792.0418996433507,16,0,0,2.9573893390662076,0.0
14593599.232489746,1574.8291000272473,1659.2650742182343,17,0,0,3.2550576043216983,0.0
14593599.741782656,1577.6002431239172,1662.184794812606,17,0,0,3.2192271649853943,0.0
14593600.248981524,1581.6830663992152,1711.846510766233,18,0,0,3.50311449203462,0.0
14593600.752088413,0.0,1840.849423858737,17,0,0,3.4397221762857644,0.0
14593601.255714862,138.98798630197945,1755.2197127278546,16,0,0,3.2412766661154335,0.0
14593601.759939767,39.65768650006098,1683.4687919275889,14,0,0,2.4392260625103357,0.0
14593602.267898755,173.26269736805045,1525.893073411808,12,0,0,1.9403560994432523,0.0
14593602.768898556,0.0,1389.173498478885,10,0,0,1.5600022049501172,0.0
14593603.272037435,1118.9209503321613,1170.5940315197922,10,0,0,1.4442423240174196,0.0
14593603.77683243,0.0,1254.1056965331816,9,0,0,1.3339948183672345,0.0
14593604.281094706,0.0,1195.8070115383816,9,0,0,1.4332175734524055,0.0
14593604.783972211,3063.9158788924547,1089.5690471337218,10,0,0,1.5572460173088554,0.0
14593605.287894197,740.3053219538879,1286.1068327777998,11,0,0,1.1851606857394836,0.0
14593605.79230233,0.0,1290.5105502681463,8,0,0,0.664241221542361,0.0
14593606.298508516,140.2621990594098,1149.7549275010774,9,0,0,0.7800011024750586,0.0
14593606.804402996,905.3946553663849,1194.0139123172412,9,0,0,0.8847362328427311,0.0
14593607.311974777,2567.017697988585,1193.8700882433482,11,0,0,1.2154787497932862,0.0
14593607.812539432,0.0,1406.5358868403566,11,0,0,1.3367510060084853,0.0
14593608.312920593,1602.6725605784775,1366.8678696205468,12,0,0,1.5930764566451705,0.0
14593608.818862172,0.0,1399.3669566495876,11,0,0,1.4966098892012614,0.0
14593609.325028528,0.0,1340.144371912059,10,0,0,1.4221928228873804,0.0
14593609.828279492,0.0,1288.9240998352684,9,0,0,1.3505319442147612,0.0
14593610.334187258,181.8600688368384,1225.578724769998,10,0,0,1.4718042004299603,0.0
14593610.83601377,1247.3292481490544,1255.2994030893037,11,0,0,1.5903202690039087,0.0
14593611.336513404,5261.270969496964,1190.9295472161757,15,0,0,2.141557797254834,0.0
14593611.837203678,4918.595669494346,1543.6761885989156,19,0,0,2.7010638884295224,0.0
14593612.340541681,2610.884199156758,1875.7037168980055,22,0,0,3.0951987211289334,0.0
14593612.845116938,0.0,2180.1060252167827,22,0,0,3.28261948073425,0.0
14593613.34815035,1594.193796171848,1993.7361316214008,23,0,0,3.428697425720739,0.0
14593613.850444311,4041.729699349483,1887.4678595976895,23,0,0,3.544457306653437,0.0
14593614.350928718,621.4053075541204,2074.0151422545887,23,0,0,3.183396725649079,0.0
14593614.85575625,0.0,2208.6783725489363,22,0,0,3.274350917810487,0.0
14593615.362215152,0.0,2171.9234256414697,22,0,0,3.4727964279808177,0.0
14593615.863897692,0.0,2152.7272450774317,21,0,0,3.470040240339567,0.0
14593616.36981453,762.9863534419421,2020.134852895505,21,0,0,3.643680061738608,0.0
14593616.877321191,0.0,2019.4542370540657,19,0,0,3.23300810319167,0.0
14593617.38016956,0.0,1827.6986968058372,15,0,0,2.458519375999113,0.0
14593617.888696527,0.0,1628.3297185047372,14,0,0,2.364808996196466,0.0
14593618.393583035,0.0,907.1544790543638,13,0,0,2.13053304668982,0.0
14593618.900973532,0.0,1470.2168493542033,12,0,0,2.0120169781158714,0.0
14593619.406673033,0.0,1380.2874515859078,11,0,0,1.893500909541923,0.0
14593619.913188528,0.0,1368.1320680561118,11,0,0,2.0092607904746207,0.0
14593620.419293566,0.0,1300.1599056297116,10,0,0,1.932087536519489,0.0
14593620.923720185,0.0,1268.6801042032948,10,0,0,2.042335042169674,0.0
14593621.425812785,1318.4518387427784,1079.4575477320027,8,0,0,1.7419105892729214,0.0
14593621.928836,0.0,866.7346688835258,5,0,0,1.1024750565018504,0.0
14593622.434543964,0.0,751.5022259775017,5,0,0,1.1713797475332077,0.0
14593622.936427804,0.0,555.8293217918989,1,0,0,0.22600738658288266,0.0
14593632.107808175,6.86918790378302,0.654208371788859,1,0,0,0.011024750565014063,0.0
14593632.609920366,569.6555362067221,193.2048496924897,1,0,0,0.02756187641254071,0.0
14593633.111143116,0.0,199.50740369019135,1,0,0,0.0468551899013292,0.0
14593633.612066863,2998.3611448501165,271.4894245669879,3,0,0,0.3307425169505551,0.0
14593634.1174096,0.0,510.5701380779493,3,0,0,0.3748415192106225,0.0
14593634.61971211,0.0,507.6661636905002,3,0,0,0.4216967091119517,0.0
14593635.124289157,0.0,505.3781851704672,3,0,0,0.4630395237307794,0.0
14593635.62584421,69.78400802797813,608.1177842438094,4,0,0,0.5209194641971227,0.0
14593636.13194602,0.0,655.9734314798336,4,0,0,0.5787994046634659,0.0
14593636.637014251,0.0,649.432443966087,4,0,0,0.6366793451298203,0.0
14593637.138190735,0.0,592.6040763201611,3,0,0,0.4520147731657542,0.0
14593637.642395008,0.0,505.74572546816637,3,0,0,0.4961137754258327,0.0
14593638.147232533,0.0,483.3076236131726,2,0,0,0.34727964279808177,0.0
14593638.650607428,0.0,353.62396086097147,2,0,0,0.38035389449313506,0.0
14593639.154249655,0.0,349.45517755905064,2,0,0,0.40791577090568687,0.0
14593639.657609252,0.0,276.1504397029554,1,0,0,0.135053194421475,0.0
14593640.162151985,0.0,198.1974506491512,1,0,0,0.1543465079102635,0.0
14593640.662495345,0.0,197.85338966010485,1,0,0,0.17088363375779014,0.0
14593651.906605616,1.9565778822938698,7.025893304600714,1,0,0,0.005512375282512583,0.0
14593652.40766095,139.71931577807757,171.6551593844953,1,0,0,0.02204950113003923,0.0
14593652.909074103,941.3104799290966,225.35611066099136,2,0,0,0.08819800452014581,0.0
14593653.410340756,0.0,359.0936837824533,2,0,0,0.11851606857394836,0.0
14593653.91281508,0.0,362.1979496922071,2,0,0,0.14883413262775091,0.0
14593654.418914348,721.0808387012904,381.28384073794257,4,0,0,0.344523455156831,0.0
14593654.923304796,1094.5656014387102,507.6246267541844,3,0,0,0.29215588997298925,0.0
14593655.42885496,0.0,516.2755907479939,3,0,0,0.3362548922330677,0.0
14593655.933885982,2387.7654251695944,641.4892187022791,5,0,0,0.6036050934347559,0.0
14593656.435789775,1598.1519650555438,836.937438059013,6,0,0,0.8130753541701119,0.0
14593656.936182665,3333.0136963198734,955.1442127343522,8,0,0,1.1851606857394836,0.0
14593657.440912653,0.0,1125.4078728701065,8,0,0,1.2843834408246546,0.0
14593657.94734138,0.0,1121.5487394158858,8,0,0,1.378093820627313,0.0
14593658.448281031,167.67419036591477,1133.7969062838047,10,0,0,1.4966098892012614,0.0
