timestamp,prompt_throughput,generation_throughput,num_running,num_swapped,num_pending,gpu_kvcache_usage,cpu_kvcache_usage
14515521.569283037,16.975374412583477,0.8309623838327577,0,0,0,0.0,0.0
14515522.085798632,6142.280115880472,187.83139068108633,1,0,0,0.004239401496259343,0.0
14515522.586591348,5253.25522899417,131.7806328824079,3,0,0,0.005818786367414841,0.0
14515523.088786598,4347.780863652336,252.9400685679554,0,0,0,0.0,0.0
14515523.589141255,1706.458033574284,63.942221398568016,1,0,0,0.004239401496259343,0.0
14515524.16145196,2802.7622486376054,55.9154563319223,1,0,0,0.004239401496259343,0.0
14515524.80107492,2136.767513154133,76.70447483117401,2,0,0,0.008645054031587662,0.0
14515525.338080136,7515.007858378961,148.73840392635253,1,0,0,0.004239401496259343,0.0
14515527.212099846,591.7901664639319,26.14762683204027,1,0,0,8.312551953448821e-05,0.0
14515528.84053304,1158.1728667059633,48.513073419815,1,0,0,0.004239401496259343,0.0
14515529.402648563,2853.4846513616444,56.927374590755996,1,0,0,0.004239401496259343,0.0
14515530.15749718,503.38875602770753,43.71533933924829,1,0,0,0.00016625103906897643,0.0
14515530.876373855,834.6552504115928,22.25747334430914,1,0,0,0.0029925187032419087,0.0
14515531.552043304,833.2371154682835,23.679918023965428,1,0,0,0.00390689941812139,0.0
14515532.406916967,1723.096233525439,113.46933784926516,1,0,0,0.00041562759767244106,0.0
14515532.91227736,3484.668397480868,83.10963810005478,2,0,0,0.006982543640897787,0.0
14515533.414213533,1597.776209898633,37.85255360108981,1,0,0,0.004239401496259343,0.0
14515534.3126881,102.39548932913642,4.451977796918975,1,0,0,0.0004987531172069293,0.0
14515534.831446348,2316.862669839423,71.31773609322683,3,0,0,0.005569409808811265,0.0
14515535.336076649,11188.844685900476,343.4475036658592,2,0,0,0.005901911886949329,0.0
14515535.838714166,1410.190572703079,59.58551715646813,1,0,0,0.004239401496259343,0.0
14515536.33984459,4672.734557189393,139.66328736262062,1,0,0,0.00016625103906897643,0.0
14515537.26526916,729.4171114810813,31.337920345113123,1,0,0,0.0020781379883624274,0.0
14515539.85005944,198.08435958262407,5.029485692527564,1,0,0,0.003491271820448838,0.0
14515545.334560595,38.83688254407523,0.3646655637941337,1,0,0,0.00033250207813795285,0.0
14515545.949576348,1297.5061276799636,26.01516045473611,1,0,0,0.0036575228595179254,0.0
14515546.915964045,1060.6482466039067,34.147699646759925,1,0,0,0.00024937655860346464,0.0
14515555.235699981,2.6443040652468865,1.923130229270463,1,0,0,0.00016625103906897643,0.0
14515555.738349792,1078.3003846341753,85.54781649311724,1,0,0,0.0014131338320864106,0.0
14515556.429918412,527.748184586958,10.121198060571796,1,0,0,0.001911886949293451,0.0
14515557.053973397,1700.39827811118,27.244835747304485,1,0,0,0.002660016625103956,0.0
14515557.554135213,4664.20962488745,101.96086192424345,1,0,0,0.004405652535328319,0.0
14515558.36955964,1046.1106495506924,35.56530930477149,1,0,0,0.00016625103906897643,0.0
14515558.873670995,2205.4407263098165,87.265640249669,2,0,0,0.0009975062344139696,0.0
14515559.480533164,2989.472444753362,196.11202917621284,1,0,0,0.004405652535328319,0.0
14515559.985903293,11900.300924300924,468.96762870956417,3,0,0,0.0034081463009143498,0.0
14515560.529342908,4178.885733351058,101.20595127006084,1,0,0,0.004239401496259343,0.0
14515561.312946292,5117.074615059311,102.08627660966208,1,0,0,0.004239401496259343,0.0
14515561.814957192,6749.326483775363,330.6930921802569,1,0,0,0.0010806317539484578,0.0
14515562.320509,7097.198715170505,168.13319141290216,4,0,0,0.005320033250207801,0.0
14515562.833552748,3042.522932394767,413.2061894091547,2,0,0,0.0013300083125519224,0.0
14515563.336301552,5722.925972912998,316.2826658648477,7,0,0,0.007647547797173693,0.0
14515563.8412363,13736.611094613307,459.40518580802757,3,0,0,0.007980049875311757,0.0
14515564.35870514,11803.62355471455,229.96581581713025,10,0,6,0.028927680798005007,0.0
14515564.880062232,19152.335814257654,506.38123735243073,20,0,1,0.034912718204488824,0.0
14515565.380918773,12808.26356409806,760.7090285146314,14,0,1,0.02585203657522861,0.0
14515565.884212026,18742.437691933785,606.0690729473922,22,0,8,0.03940149625935163,0.0
14515566.387746228,8273.028342374095,724.2381713862844,8,0,0,0.009476309226932655,0.0
14515566.892411675,13922.06210162178,539.8754195657309,10,0,0,0.01562759767248545,0.0
14515567.402408348,10824.551803199132,496.1252909799602,5,0,5,0.013050706566916093,0.0
14515567.911589237,16358.439937597504,697.1484007019344,16,0,0,0.027930174563591037,0.0
14515568.43845491,14372.246212669814,814.3829910494453,26,0,1,0.035910224438902794,0.0
14515568.942495808,10612.077247778285,517.8074708674766,15,0,0,0.012302576891105588,0.0
14515569.45704296,14575.740869740865,631.5312335243009,16,0,5,0.035910224438902794,0.0
14515569.982176367,16125.001039459026,773.2991285164617,16,0,1,0.022111388196176196,0.0
14515570.484771784,14517.795114797655,710.1744116172599,3,0,0,0.010141313383208672,0.0
