timestamp,prompt_throughput,generation_throughput,num_running,num_swapped,num_pending,gpu_kvcache_usage,cpu_kvcache_usage
14594142.669102965,18.786423463978096,10.641260843232347,0,0,0,0.0,0.0
14594143.17484625,5259.625282560784,413.25627220120447,6,0,0,0.47957664957830604,0.0
14594143.676073248,4540.877064951584,903.7861645092563,8,0,0,0.7551954137037686,0.0
14594144.193989104,3583.929520513164,1201.0798285340452,14,0,0,1.1879168733807344,0.0
14594144.698647488,2399.6857982862566,1032.3999181727,16,0,0,1.353288131856012,0.0
14594145.20000288,2247.6305673305296,1800.8965415257037,18,0,0,1.797034342098014,0.0
14594145.701848263,3196.840071599873,1839.5781708769844,19,0,0,2.091946419712254,0.0
14594146.208215056,1111.8256480567713,2065.665413618797,21,0,0,2.2931481175238355,0.0
14594146.723010672,7239.948502076044,1658.9525142937862,26,0,0,3.1530786615952766,0.0
14594147.22361868,2253.2805723530646,2249.28539403329,27,0,0,3.38184223581941,0.0
14594147.728798352,1587.6057707918792,2373.4904229170365,28,0,0,3.729121878617492,0.0
14594148.233983813,0.0,2494.025718820213,28,0,0,3.9523730775591237,0.0
14594148.739395946,0.0,2445.6156208884236,27,0,0,3.9303235764290845,0.0
14594149.241906423,1607.6305018334306,2202.5333731802075,29,0,0,4.01852158094923,0.0
14594149.748683384,1128.914446615245,2374.272865870874,31,0,0,4.332726972052258,0.0
14594150.253246715,0.0,2578.3526747956184,30,0,0,4.307921283280969,0.0
14594150.758075448,0.0,2496.0435275447744,30,0,0,4.53392866986384,0.0
14594151.262227984,1590.8056897319802,2364.3895039407985,31,0,0,4.867427374455657,0.0
14594151.771240646,3151.6722621640347,2210.493326019039,33,0,0,5.355272586957716,0.0
14594152.274574827,139.04643732944865,2540.57704777664,34,0,0,5.586792348823111,0.0
14594152.77605106,215.36319961509076,2520.547076976618,34,0,0,5.56198666005182,0.0
14594153.295627441,0.0,2551.7585650150145,35,0,0,5.895485364643626,0.0
14594153.807967989,1099.0861333410287,2594.467977282819,35,0,0,6.127005126509011,0.0
14594154.3179419,3068.153795262157,2320.3036078345626,38,0,0,6.598313213163554,0.0
14594154.824795086,697.7573586610358,2661.3055313437817,39,0,0,6.4136486411994875,0.0
