timestamp,prompt_throughput,generation_throughput,num_running,num_swapped,num_pending,gpu_kvcache_usage,cpu_kvcache_usage
14593363.795890184,19.05895608887148,0.5331176528355658,0,0,0,0.0,0.0
14593364.2986508,2321.2655107018354,177.02881786843474,2,0,0,0.22049501130037008,0.0
14593364.805103548,2948.3671098723116,570.7154017100456,6,0,0,0.5071385259908467,0.0
14593365.31148052,1583.8748431466443,865.0089542371948,6,0,0,0.6256545945647951,0.0
14593365.817526303,1003.7883660398603,928.701834721918,7,0,0,0.7166087867262028,0.0
14593366.319928484,2052.281482979076,1003.2491439587335,9,0,0,0.9619094867978628,0.0
14593366.82411614,2021.154412282805,1283.3041263463933,11,0,0,1.2513091891296013,0.0
14593367.329526505,1527.3107692772119,1384.8672778420314,12,0,0,1.2154787497932862,0.0
14593367.836558875,2355.048554546331,1473.3846484473277,14,0,0,1.4828289509949855,0.0
14593368.342929596,33.572411013521595,1702.3187231562126,15,0,0,1.6344192712639871,0.0
14593368.848539587,642.790964373557,1776.080880022936,16,0,0,1.8549142825643572,0.0
14593369.351238446,1595.2779536170135,1694.7341851392714,16,0,0,1.893500909541923,0.0
14593369.853153136,1597.9500221367998,1649.75388819111,16,0,0,2.08092166914724,0.0
14593370.359867599,0.0,1730.7565594951527,15,0,0,1.992723664627083,0.0
14593370.866088651,1584.3761621419726,1667.3484798601307,16,0,0,2.2793671793175707,0.0
14593371.367730802,209.2921309068098,1801.905584188153,18,0,0,2.458519375999113,0.0
14593371.872589711,907.2423070601815,1770.9052893270791,16,0,0,2.1470701725373464,0.0
14593372.38001906,0.0,1734.151684049744,17,0,0,2.4557631883578623,0.0
14593372.881328143,6462.466015040597,1557.7734437489835,19,0,0,2.756187641254615,0.0
14593373.387762288,1586.4564403023473,1861.4158482849236,19,0,0,2.91604652444738,0.0
14593373.89473303,1579.2459653036774,1774.1902926915377,18,0,0,2.8498980210572733,0.0
14593374.40270864,21.656078484569274,1909.6723754574723,19,0,0,3.0180254671738016,0.0
14593374.909400797,1582.8016557196627,1859.1011966183569,19,0,0,3.0814177829226574,0.0
14593375.414131828,0.0,1836.6238376791987,17,0,0,2.81682376936222,0.0
14593375.920107368,0.0,1766.7191899031905,15,0,0,2.458519375999113,0.0
14593376.421348995,0.0,1606.2210204530168,14,0,0,2.3813461220439924,0.0
